,text,target
402,"The low leasing numbers are the result of the Covid-19 circuit breaker extension from April to May, says an observer.
STRAITSTIMES.COM
Condo, HDB rental volumes may have bottomed out in May but rents could soften further",true
403,"The acrylic shields are similar to those currently trialled in ComfortDelGro taxis.
STRAITSTIMES.COM
Coronavirus: Table shields to be installed at Thomson Plaza foodcourt for trial when dining-in al...",true
404,"🔴 JUST IN: There are 7 new Covid-19 cases in the community. 3 are Singaporeans/PRs and 4 are work pass holders.
STRAITSTIMES.COM
451 new Covid-19 cases in Singapore, including 7 in community",true
405,"Bad news for durian lovers, you’ll have to pay more to indulge in your favourite Mao Shan Wang and D24 for now. Here’s why: https://str.sg/JPXv",true
406,"Should carpooling be allowed for people from the same workplace?
STRAITSTIMES.COM
Forum: Allow carpooling for people working at the same place",true
407,"Following pushback from researchers, WHO walked back its claim that asymptomatic transmission is “very rare”.
WHO’s other claims, like for masks, have appeared to lag behind scientific opinion too.
STRAITSTIMES.COM
WHO stumbles in leading global response to Covid-19 outbreak, some scientists see a pattern",true
408,"Infectious diseases specialists can now administer the drug to seriously ill Covid-19 patients.
STRAITSTIMES.COM
Remdesivir approved for Covid-19 treatment in Singapore, one of the first countries to do so",true
409,"Millions of foreigners across the Gulf are now faced with the question of whether to leave amid the fallout from the coronavirus pandemic and a plunge in energy prices.
STRAITSTIMES.COM
Expats are leaving Dubai and that's bad news for the economy",true
410,"Employment for persons with disabilities should not just be the objective of welfare organisations and social service agencies, said Madam Halimah.
STRAITSTIMES.COM
Make job creation for people with disabilities a national issue: President Halimah",true
411,"What is a PCR test and what can you expect during a swab test? Here's a look at how Covid-19 testing is done here.
STRAITSTIMES.COM
What does testing for Covid-19 in Singapore entail?",true
412,"In acquitting Dr Wee Teong Boo, the court said it was troubled by many aspects of the patient's account, such as the 36-day delay between the alleged molestation and it being reported.
STRAITSTIMES.COM
Doctor cleared of sexual assault and molestation charges after Court of Appeal win",true
413,"Singapore's first privatised football club hopes the academy will help launch the careers of its footballers in Asia and Europe.
STRAITSTIMES.COM
Lion City Sailors sink over $1 million into revamped football youth academy",true
414,"The trials on 23 healthy persons explore whether the treatment can slow the progression of the disease, speed up recovery, and give temporary protection against infection.
STRAITSTIMES.COM
Singapore to start human clinical trials for potential Covid-19 treatment",true
415,"While many protesters wore masks during the unrest, not all did so. Many law enforcement and guard personnel also went without them.
STRAITSTIMES.COM
Washington troops hit with coronavirus after being deployed at protests",true
416,"Lin Si Ting was charged with intentional harassment, use of criminal force, and breaching safe distancing measures, said the police.
STRAITSTIMES.COM
Woman who allegedly spat at KFC employee charged in court",true
417,"Countries like Britain are lifting lockdowns, though not all have the pandemic under control. For many, there are other factors at play, like economic and political ones, says senior health correspondent Salma Khalik.
STRAITSTIMES.COM
Various factors at play in decisions to lift coronavirus lockdowns across the world",true
418,"The reality show, which made its debut in 1989, will be cancelled after 33 seasons.
STRAITSTIMES.COM
Long-running reality show Cops that ‘glorified’ police to be cancelled amid George Floyd protests",true
419,"Taking a Covid-19 swab test? Here are some things you should know.
STRAITSTIMES.COM
Coronavirus: What is acute respiratory infection? Is a swab test painful?",true
420,"Thousands of Malaysians are expected to make trips to their hometowns or for a short vacation.
STRAITSTIMES.COM
Coronavirus: Malaysian police brace for surge in traffic as Malaysia lifts ban on interstate travel",true
421,"Hundreds of activists took to the streets during protests, defying a Covid-19 ban on gatherings of more than 8 people.
STRAITSTIMES.COM
Hong Kong police arrest 53 during fresh pro-democracy protests",true
422,"The usage of masks whenever people are in public is twice as effective at reducing Covid-19's reproduction rate than if masks are only worn after symptoms appear, according to a British study.
STRAITSTIMES.COM
Widespread mask-wearing could prevent Covid-19 second waves: Study",true
423,"""This is not a time for institutions to be using precious resources to chase these numbers,"" said the editor-in-chief of the Science family of journals.
STRAITSTIMES.COM
Uni rankings out amid calls for halt due to Covid-19 crisis; NUS stays in 11th, NTU slips to 13th",true
424,Here's a look at the Covid-19 swab test process at Gleneagles Hospital's mass screening booths. https://str.sg/JP8K,true
425,"The accident, which released about 150,000 barrels of diesel into a river, is one of the largest petroleum spills in modern Russian history, according to WWF.
STRAITSTIMES.COM
Major petroleum spill spreads toward Arctic Ocean in Russia's north",true
426,"The clinics are among facilities here that will help ramp up testing from 13,000 a day to 40,000 in the coming months.
STRAITSTIMES.COM
Close to 200 clinics in Singapore able to test for Covid-19",true
427,"Pangolins were left off the official list of traditional medicines, along with substances including a pill formulated with bat faeces.
STRAITSTIMES.COM
China removes pangolin from traditional medicine list",true
428,"Dr Anthony Fauci described the coronavirus as his ""worst nightmare"", and said he was surprised how the outbreak rapidly took over the planet.
STRAITSTIMES.COM
Top US infectious disease expert Fauci warns that the Covid-19 pandemic is far from over",true
429,"53 individuals at retail and F&B outlets were issued fines of $300 each.
STRAITSTIMES.COM
Coronarivus: 58 fines issued to businesses and individuals in first week of post-circuit breaker ...",true
430,"Mr Floyd’s niece said in a eulogy that drew applause: “I can breathe. And as long as I’m breathing, justice will be served.”
STRAITSTIMES.COM
George Floyd’s life celebrated at funeral, family calls for justice",true
431,"Will the TraceTogether Token and app collect location data? We take a look at 6 commonly asked questions about the device and updated app.
STRAITSTIMES.COM
Coronavirus: How Singapore's new contact tracing token and app will address privacy concerns",true
432,"Singapore was ranked ahead of Japan, but behind Switzerland, Germany and Israel.
STRAITSTIMES.COM
Singapore ranks 4th-safest place amid Covid-19 pandemic: Study",true
433,"""It goes against my impressions from the science so far that suggest asymptomatic people - who never get symptoms - and pre-symptomatic people are an important source of infection to others,"" said one medical professor.
STRAITSTIMES.COM
Experts question WHO comment on 'rare' coronavirus transmission by asymptomatic cases",true
434,"GovTech said that making app users re-register with ID numbers on TraceTogether would allow close contacts to be identified more accurately and quickly.
STRAITSTIMES.COM
Majority of TraceTogether users have not re-registered with ID numbers",true
435,"All 6 of the new community cases are asymptomatic.
STRAITSTIMES.COM
3 of 6 new community Covid-19 cases are essential workers detected through proactive screening",true
436,"Petronas president Wan Zulkiflee Wan Ariffin was reassigned as chairman of Malaysian Airlines amid speculation that he disagreed with the Muhyiddin administration on a plan to alter laws governing the oil company.
STRAITSTIMES.COM
Concerns over fate of Petronas as Malaysian government moves to shore up political support",true
437,"Sokolov was arrested in 2019 after he was hauled out of the freezing Moika River in St Petersburg with a backpack containing a woman's arms.
STRAITSTIMES.COM
Decorated Russian historian Oleg Sokolov goes on trial for chopping up lover",true
438,"When Mr Wu Liyou last spoke to his family, they said he appeared well, and even asked about another family member in China who was sick. But the next day, he suddenly collapsed.
STRAITSTIMES.COM
Family of Chinese migrant worker who died did not know he had Covid-19",true
439,"The Government will be introducing new measures to cushion the costs of these safeguards, and to help move the industry to new productivity levels.
STRAITSTIMES.COM
Construction sector a key vulnerability in pandemic, will have to go through difficult transition...",true
440,"""Our population will be vulnerable for a long time, in a world where Covid-19 is all around us,"" said Mr Wong.
STRAITSTIMES.COM
Singapore has to learn to live with Covid-19 for the long term, people and businesses have to do ...",true
441,"To ramp up Covid-19 testing capability, Singapore is looking at other options such as extracting waste water from manholes to test for viral fragments.
STRAITSTIMES.COM
Contact tracing made faster, testing capacity expanded to control Covid-19 spread: Lawrence Wong",true
442,"The vaccine will be provided to Singaporeans at an affordable price, said Mr Wong.
STRAITSTIMES.COM
Every Singaporean who needs a Covid-19 vaccine will get one when it becomes available: Lawrence Wong",true
443,"THE BIG STORY: Living with Covid-19 – Minister Lawrence Wong on Singapore’s path to beating coronavirus
#thebigstory #stbigstory #coronavirus #covid19 #sgunited #lawrencewong",true
444,"The 6 men and 5 women had allegedly offered their bank accounts to help receive and transfer money after responding to online advertisements.
STRAITSTIMES.COM
11 suspects under probe over illegal payment services",true
445,"Countries need to ensure all citizens - especially women, the elderly and rural communities - get access to affordable Internet to avoid being left behind, say human rights experts.
STRAITSTIMES.COM
Mind the gap: Affordable Internet vital for coronavirus recovery",true
446,"Hubert Ee Meng Chye was also charged for allegedly carrying 2 knives with him and for punching another person. Separately, Letchimi and Ravindran Marimuthu were charged for flouting safe distancing measures.
STRAITSTIMES.COM
Man who failed to wear a mask properly while out among three charged with Covid-19 related offences",true
447,"Mr Musa Aman had been charged in 2018 for allegedly receiving $87.6 million in exchange for offering timber concessions in Sabah. In 2019, he faced another 16 money laundering charges.
STRAITSTIMES.COM
Former Umno chief minister in Sabah acquitted after all 46 graft, money laundering charges dropped",true
448,"""I don't think the reopenings are too soon. I'm not worried about that. What is more worrying is how some people are becoming careless,"" said one senior Thai health official.
STRAITSTIMES.COM
Thais travelling domestically in droves amid Covid-19 lockdown easing, so authorities urge caution",true
449,"THE BIG STORY: How does the new contact-tracing token work without location tracking? | Improving couple communications in light of more divorces during circuit breaker
#thebigstory #stbigstory #coronavirus #covid19 #tracetogether",true
450,"Lotte is offering a 7% discount on some products from June 12 to 30, on top of tax and duty-absorbed prices, to celebrate the start of its operations.
STRAITSTIMES.COM
Lotte takes over liquor, tobacco concession at Changi Airport, to start with online sales",true
451,"The lines of communication between Pyongyang and Seoul were last cut in 2016 and restored in 2018. But even when North Korea stopped communicating, South Korean officials would still try to call every day.
STRAITSTIMES.COM
Twists and turns in the use of hotlines between 2 Koreas, which 'help prevent misunderstandings'",true
452,"If you're taking an SIA flight from around August, here's what your trip could look like. https://str.sg/JPY5",true
453,"WHO's comment contradicts a widely held belief among health officials and researchers that Covid-19 was being spread by people who were not showing signs of illness.
STRAITSTIMES.COM
WHO says symptomless spread is 'rare,' in jolt to coronavirus efforts",true
454,"The research cited an increase in hospital traffic in Wuhan as well as queries on search engines related to symptoms such as ""cough"" and ""diarrhoea"".
STRAITSTIMES.COM
Coronavirus may have been spreading in China in August, Harvard research indicates",true
455,"🔴 JUST IN: Singapore confirms 218 new Covid-19 cases, including 6 community cases involving work pass holders.
STRAITSTIMES.COM
218 new Covid-19 cases in Singapore in lowest daily tally since April 11",true
456,"SGSME.SG
The pandemic is changing the role of innovation hubs
sgsme.sg
Yesterday at 15:06 ·
As opposed to big businesses, startups are more resourceful and agile, which means they're better positioned to pivot.",true
457,"sgsme.sg
Yesterday at 15:06 ·
As opposed to big businesses, startups are more resourceful and agile, which means they're better positioned to pivot.",true
458,"Among the couple's main arguments, they claimed that the maid's injuries were due to her ""uneven skin tone (and) marks"" sustained either by accident or while working in the fields back in India.
STRAITSTIMES.COM
Couple found guilty of assaulting maid, who was abused from her first day of work",true
459,"Cathay will also implement another round of executive pay cuts and a second voluntary leave scheme for employees.
STRAITSTIMES.COM
Hong Kong govt to lead $7 billion rescue package for Cathay Pacific",true
460,"Despite the uncertainty and painful changes that the Covid-19 crisis will bring, it also has some silver linings, says DPM Heng.
He explains why: https://str.sg/JPsF",true
461,"The new approach will also have industry players contributing content material and possibly teaching it.
STRAITSTIMES.COM
Nanyang Polytechnic revamps teaching by doing away with subject boundaries",true
462,"Neo Wei Ren, 35, allegedly flew a drone over Mindef's Gombak Base and took aerial footage on 5 occasions.
STRAITSTIMES.COM
Two men charged with flying drones without permit; one allegedly took aerial videos of military base",true
463,"NEA has warned that the hot and wet conditions suitable for the growth of the Aedes mosquito population are likely to last till October.
STRAITSTIMES.COM
Dengue cases in Singapore surge past 10,000, with 872 infections last week alone",true
464,"The US epidemic is unlike several other hard-hit countries, which have successfully pushed down numbers of new infections.
STRAITSTIMES.COM
Why US coronavirus cases have hit a plateau after peaking",true
465,A wearable device for contact tracing will be introduced from the later half of this month. How it works: https://str.sg/JPsX,true
466,"While the manufacturing and financial sectors are more optimistic for the third quarter, other industries like construction and services remain downbeat on the coming months.
STRAITSTIMES.COM
Still gloomy but business sentiment in Singapore edges up from record low on economy's reopening",true
467,"The Government is also looking at making future revenue streams more resilient such as speeding up work on long-term infrastructure projects, which will boost the country's productive capacity.
STRAITSTIMES.COM
With tax revenues down, S'pore aims to rebuild fiscal position by strengthening economy",true
468,"Mr Donald Trump has denied going to the bunker for his safety.
STRAITSTIMES.COM
US Secret Service told Trump to go to White House bunker amid protests: Attorney General Barr",true
469,"The study will examine how widespread the virus is among children and how effectively they transmit the disease.
STRAITSTIMES.COM
England launches study of coronavirus spread in schools",true
470,"57% of the nearly 10,000 people tested had antibodies, indicating they had come into contact with the coronavirus.
STRAITSTIMES.COM
Over half of people tested in Italy's coronavirus epicentre Bergamo have coronavirus antibodies",true
471,"It is ""quite clear"" that Singapore and Malaysia will not return to the pre-pandemic situation of large numbers of commuters ""freely"" crossing the border each day, says the National Development Minister .
STRAITSTIMES.COM
Coronavirus: Cross-border travel talks with Malaysia under way but safety still a priority, says ...",true
472,"If they keep to this and other terms of the agreement, they will not need to pay coronavirus-related medical bills at public hospitals.
STRAITSTIMES.COM
S'pore residents returning from China under fast lane agreement have to stay home for 14 days",true
473,"The number of people tested may vary depending on the group scheduled to be tested and the way in which their tests are scheduled, says director of medical services Kenneth Mak.
STRAITSTIMES.COM
Number of Covid-19 tests in Singapore fluctuates daily depending on group to be tested: MOH",true
474,"These places would have been thoroughly disinfected, says Mr Gan.
STRAITSTIMES.COM
No need to avoid places visited by Covid-19 patients, says Health Minister Gan Kim Yong",true
475,"""More than 6 months into the pandemic this is not the time for any country to take its foot off the pedal,"" WHO Director General Tedros Adhanom Ghebreyesus said.
STRAITSTIMES.COM
WHO head urges world not to let up on Covid-19 battle",true
476,"Bank employees will wear face shields and face masks while providing face-to-face wealth advisory services, says OCBC Bank.
CHANNELNEWSASIA.COM
COVID-19: OCBC reopens 3 more branches and 1 premier banking centre",true
477,"Liu Dufeng went to the bank after receiving messages about cash withdrawals he had not made.
CHANNELNEWSASIA.COM
Construction worker fined for breaching COVID-19 quarantine order to go to a bank",true
478,"Australia has an ""important trading relationship"" with China, but its government would ""never be intimidated by threats"", says PM Scott Morrison (ScoMo).
CHANNELNEWSASIA.COM
Australia will not be 'intimidated' amid China economic threats: PM Scott Morrison",true
479,"Calling all theatre lovers, here’s how you can catch veteran playwright Michael Chiang’s most popular productions online:
(via CNA Lifestyle)
CNALIFESTYLE.CHANNELNEWSASIA.COM
Watch Michael Chiang’s Army Daze, Beauty World online for free for limited time",true
480,"Deputy Prime Minister Heng Swee Keat urged employers to make ""full use of the support available"" and to hold on to their workers.
CHANNELNEWSASIA.COM
Eligible employers to receive more than S$450 million in Wage Credit Scheme payouts by end-June",true
481,"We could all do with a good hug.
CHANNELNEWSASIA.COM
Hug me tender: Scientists unlock the secret to the perfect cuddle",true
482,"Streets were waterlogged in the popular tourist destination of Yangshuo, forcing residents and visitors to evacuate on bamboo rafts.
CHANNELNEWSASIA.COM
Dozens killed as south China hit by floods and rainstorms",true
483,"Thinking of whipping up something simple and healthy for lunch? Try this nourishing lentil and kale soup. (via CNA Lifestyle)
CNALIFESTYLE.CHANNELNEWSASIA.COM
Easy home recipe: Wholesome lentil and kale soup from Tablescape's chef",true
484,"The suspect allegedly slapped the other man ""several times on his face"", the Singapore Police Force says.
CHANNELNEWSASIA.COM
52-year-old arrested for slapping another man at car park near NEX",true
485,"Many Black and Hispanic shoppers in the United States say they feel routinely surveilled and unwelcome in stores in ways that white people do not.
CHANNELNEWSASIA.COM
US retailers condemn racism but critics say racial profiling persists",true
486,"The transit flights are only for outbound journeys, says Singapore Airlines.
CHANNELNEWSASIA.COM
SIA, SilkAir passengers from some Australian, New Zealand cities allowed to transit through Changi Airport",true
487,"CNA Lifestyle: Tomohisa Yamashita, aka Yamapi, shares what it was like being the only Asian cast on The Head and learning a bit of Spanish on the side.
CNALIFESTYLE.CHANNELNEWSASIA.COM
When a Japanese idol gets trapped in Antarctica – for HBO’s new thriller",true
488,"""I have a complex backstory, which shapes my fears, my interests and my opinions,"" J.K. Rowling said in a blog post.
(via CNA Lifestyle)
CNALIFESTYLE.CHANNELNEWSASIA.COM
Harry Potter author JK Rowling reveals she is a survivor of sexual assault",true
489,"The United States should ""hold its tongue"" and address its own domestic problems unless it wants to ""experience a hair-raiser"", says North Korea.
CHANNELNEWSASIA.COM
North Korea says US meddling in inter-Korean affairs could affect election",true
490,"CNA Lifestyle: Conscious shopping sites are finding ways to reinvent themselves to cater to customers on pandemic-induced austerity drives.
CNALUXURY.CHANNELNEWSASIA.COM
With fewer going ‘green’ in a pandemic, is there a future for sustainable retail?",true
491,"Inditex, which owns ZARA, Massimo Dutti, Pull&Bear and Bershka, plans to focus on its bigger stores and online sales.
(via CNA Lifestyle)
CNALIFESTYLE.CHANNELNEWSASIA.COM
Zara owner to close up to 1,200 fashion stores worldwide after facing first loss",true
492,"""Just like any global company, we must comply with applicable laws in the jurisdictions where we operate,"" says a Zoom spokesperson.
CHANNELNEWSASIA.COM
Zoom briefly shuts account over Tiananmen commemoration, raising fears over free speech curbs",true
493,"Safe distancing will be the norm for sure, but that could turn out to be a good thing, say some bar operators. (via CNA Lifestyle)
CNALUXURY.CHANNELNEWSASIA.COM
What will having a drink be like when Singapore’s bars reopen in Phase 2 (or 3)?",true
494,"One client offered nearly S$500,000 in commission for her collectors to visit the debtor during a Chinese New Year reunion dinner. She told the client no.
CHANNELNEWSASIA.COM
‘O$P$’ threats? Why empathy and reason guide these debt collectors, COVID-19 or no",true
495,"Would you use Facebook Live to shop for home appliances?
CHANNELNEWSASIA.COM
COVID-19: For some businesses, enhanced online browsing to drive sales could become a new norm",true
496,"There have been 14 suicides by primary and secondary school students in a Shanghai district so far this year.
CHANNELNEWSASIA.COM
In post-lockdown China, student mental health in focus amid reported jump in suicides",true
497,"They stumble around, baying for assistance and hoping to drink the lifeblood of other companies. They must be stopped, say business observers.
CHANNELNEWSASIA.COM
Commentary: Don't let zombie companies eat up bailouts needed by businesses",true
498,"In explaining how Japan kept COVID-19 deaths low, Deputy Prime Minister Taro Aso said something that attracted widespread criticism, says an observer.
CHANNELNEWSASIA.COM
Commentary: Japan sure is smug about beating COVID-19",true
499,"Did you notice all the efforts by companies to help during COVID-19 and think this is just another PR stunt? Not this time, says Melissa Kwee of NVPC - Towards a City of Good.
CHANNELNEWSASIA.COM
Commentary: Uptick in corporate giving during COVID-19 is much more than just a PR exercise",true
500,"""I can't tell you the kind of pain you feel when you watch ... your big brother, who you looked up to your whole entire life, die - die begging for his mom,"": Philonise Floyd.
CHANNELNEWSASIA.COM
Floyd brother tells US Congress to 'stop the pain', pass police reform",true
501,"This approach could also allow for large events like NDP, the F1 Singapore Grand Prix and wedding banquets to proceed, say NUS observers.
CHANNELNEWSASIA.COM
Commentary: The systematic testing Singapore needs to ditch circuit breakers for good",true
502,"This comes after some of the troops who were deployed in the US capital during the protests tested positive for COVID-19.
CHANNELNEWSASIA.COM
Washington, DC urges George Floyd protesters to get tested for COVID-19",true
503,"Lawyers bringing the Rohingya genocide case to a UN court want Facebook to release posts and communications of the Myanmar military and police.
CHANNELNEWSASIA.COM
US court asked to make Facebook release Myanmar officials' data for Rohingya genocide case",true
504,"""Joy, excitement, happiness, accomplishment"": A baby born via surrogacy finally met his parents after COVID-19 travel restrictions were lifted.
CHANNELNEWSASIA.COM
After long delay, parents finally meet surrogate baby in Ukraine",true
505,"The 26-year-old man is accused of allowing overseas scammers to use his bank account to accept payments from victims.
CHANNELNEWSASIA.COM
Man arrested for suspected involvement in money laundering linked to sex scams",true
506,"There are now 90 dormitories in Singapore which have been declared clear of the coronavirus.
CHANNELNEWSASIA.COM
30 more migrant worker dormitories cleared of COVID-19 infections",true
507,"655 COVID-19 patients were discharged today in a new high this week. Of the 451 new cases, 3 are Singaporeans. https://cna.asia/3cNPEwF",true
508,"JUST IN: A security guard at a dormitory and a nurse at National Heart Centre Singapore are among the COVID-19 cases involving Singaporeans.
CHANNELNEWSASIA.COM
Singapore reports 451 new COVID-19 infections; nurse and dormitory security guard among 7 community cases",true
509,"This is the highest level of deforestation seen in the Amazon since 2008.
CHANNELNEWSASIA.COM
Brazil deforested 10,000 sq km of Amazon rainforest in 2019",true
510,"14 alleged militants have died in the past 4 days of clashes with Indian troops in disputed Kashmir.
CHANNELNEWSASIA.COM
Five Kashmir rebels killed as India steps up operations",true
511,"Hyperloop to your next holiday? This technology allows near-silent travel at airline speeds.
CHANNELNEWSASIA.COM
Dutch study shows hyperloop may be substitute to short-haul flights",true
512,"""When the passenger coughs, (the droplets) will not reach the driver,"" says a Grab rider.
CHANNELNEWSASIA.COM
Jakarta's motorcycle taxis get backpack shield for coronavirus battle",true
513,"""He was really angelic, just standing there,"" says the volunteer who found Will Callaghan, in a search that involved barbecued bacon and the Thomas the Tank Engine tune.
CHANNELNEWSASIA.COM
Autistic teen found after going missing for two nights on Australian mountain",true
514,"The prosecutor said Mohammed Lutfi Hussin unwittingly facilitated a scam that resulted in Maybank disbursing a loan of more than S$2 million.
CHANNELNEWSASIA.COM
Lawyer fined for falsely certifying property documents in S$2.3m housing loan cashback scam",true
515,"""Digitalisation cannot continue to be about archival material or dancing in the kitchen,"" said a performer.
CHANNELNEWSASIA.COM
Performers eye return to the stage, say digital arts content not sustainable in the long run",true
516,"The new charge is based on a colonial-era rioting law and carries a term of up to 10 years in prison.
CHANNELNEWSASIA.COM
Hong Kong prosecutors add riot charges over legislature siege",true
517,"Footage from a police body camera shows the father of British rapper Wretch 32 falling down the stairs after being tasered during a raid in his home.
CHANNELNEWSASIA.COM
London mayor urges probe after police taser rapper's father",true
518,"""When more people stay at home all day, there could be more residential mosquito breeding and more opportunities for 'blood meals',"" says an expert.
CHANNELNEWSASIA.COM
Spike in dengue cases: Why Singapore may see worst outbreak in years",true
519,"The police used permanent markers on Rosmah Mansor's handbags and ""showed absolutely no respect for the goods"", says Najib Razak's lawyer.
CHANNELNEWSASIA.COM
Rosmah's handbags damaged by police: Lawyer",true
520,"""The situation in most provinces has stabilised (while) some provinces are seeing a rise due to more aggressive contact tracing,"" says the Indonesian health ministry.
CHANNELNEWSASIA.COM
Indonesia reports biggest daily rise in COVID-19 cases for a second day",true
521,"""Governments must seize this opportunity to engineer a fairer and more sustainable economy,"" says OECD.
CHANNELNEWSASIA.COM
World economy to contract at least 6% in 2020: OECD",true
522,"The first batch of students to resume school in Malaysia will be subject to daily temperature checks and staggered recess hours. But wearing a mask is not compulsory.
CHANNELNEWSASIA.COM
Malaysian schools to reopen in phases starting Jun 24",true
523,"Malaysia also reported one more death linked to COVID-19.
CHANNELNEWSASIA.COM
Malaysia reports 2 new coronavirus cases, lowest since MCO implemented in mid-March",true
524,"Thousands of troops from the 2 countries have been involved in the latest conflict since May this year.
CHANNELNEWSASIA.COM
China sees 'consensus' with India over border tensions",true
525,"A video circulating online showed a man and his mother repeatedly using a racial slur.
CHANNELNEWSASIA.COM
Mother and son under investigation for using racial slurs, vulgarities in Instagram video",true
526,"Symptoms in some children with COVID-19 have included complications similar to Kawasaki disease.
CHANNELNEWSASIA.COM
Japanese doctor who discovered Kawasaki disease dies at 95",true
527,"Gas has been spewing ""uncontrollably"" from an oil field in India for 2 weeks.
CHANNELNEWSASIA.COM
2 dead as fire rages after India gas well blowout",true
528,"The RespiSave ventilator will allow doctors to monitor and adjust the device for COVID-19 patients via an app, reducing the risk of transmission.
CHANNELNEWSASIA.COM
Polish scientists design remote-controlled ventilator to fight COVID-19",true
529,"A human trial is now under way for the vaccine candidate, BBIBP-CorV.
CHANNELNEWSASIA.COM
Potential COVID-19 vaccine from China shows promise in animal tests",true
530,"More than 10,000 have been questioned over Olof Palme's murder, and 134 people have confessed to the crime.
CHANNELNEWSASIA.COM
Prosecutors close probe into Swedish PM murder, suspect dead",true
531,"Media watchdogs say the libel case against Philippine journalist Maria Ressa is in retaliation for Rappler's reporting, but authorities say they are enforcing the law.
CHANNELNEWSASIA.COM
Philippine journalist Ressa scared but strong ahead of verdict",true
532,"🎧 Plans are in place to make a COVID-19 election safer. But could it also now be more efficient?
CHANNELNEWSASIA.COM
Can Singapore pull off a safe and orderly election during COVID-19?",true
533,"Plan on going for a holiday when travel restrictions are eased? Here's what you may be in for:
CHANNELNEWSASIA.COM
Face masks, health checks and long check-ins: The future of flying",true
534,"Is this the next Lee Chong Wei? Here’s what Lee Zii Jia has to say about the comparison and his expectations for the Olympics.
CHANNELNEWSASIA.COM
New Lee, new star? Malaysia badminton ace eyes golden future",true
535,"""I’ve been waiting for two months and I feel much lighter now,"" says a Malaysian university student who finally got a hair cut on Wednesday.
CHANNELNEWSASIA.COM
Interstate travel resumes, more services reopen as Malaysia steps into a new normal",true
536,"Remdesivir, which was first created to treat Ebola, can now be administered to COVID-19 patients in Singapore who are severely ill.
CHANNELNEWSASIA.COM
Ebola drug remdesivir conditionally approved for COVID-19 treatment in Singapore",true
537,"Kim Yo Jong has garnered international attention with her appearances in diplomatic functions in 2018 and 2019.
CHANNELNEWSASIA.COM
North Korean leader's sister emerges as policymaker in spat with South Korea",true
538,"From requiring passengers to produce COVID-19 test results to stopping in-flight magazines, Indonesian airlines are imposing stricter protocols as the aviation industry enters a new normal.
CHANNELNEWSASIA.COM
Indonesian carriers pledge to observe health protocols as domestic travel opens up",true
539,"JUST IN: Singapore reports 451 new COVID-19 cases, including 7 cases in the community.
CHANNELNEWSASIA.COM
Singapore reports 451 new COVID-19 infections, 7 cases in the community",true
540,"Schools, concerts, amusement parks and outdoor sports facilities could reopen in Thailand as early as next week.
CHANNELNEWSASIA.COM
Thailand to consider reopening more businesses as COVID-19 appears contained",true
541,"The US$297 billion budget will provide subsidies for smaller businesses and cash handouts for medical workers.
CHANNELNEWSASIA.COM
Japan MPs pass record COVID-19 budget",true
542,"Ong King Hwa was offered out-of-court fines but did not pay them and was charged after his third offence.
CHANNELNEWSASIA.COM
Elderly man fined for repeatedly leaving house during circuit breaker to drink and socialise",true
543,"Depending on the results of the trial, the treatment could be used to slow the progression of COVID-19, accelerate recovery and provide temporary protection against the coronavirus.
CHANNELNEWSASIA.COM
Singapore company to start clinical safety trials in humans for potential COVID-19 treatment",true
544,"One of the neighbours was cut on her arm by a glass shard.
CHANNELNEWSASIA.COM
Jail for man who smashed neighbours' windows after thinking they smoked during circuit breaker period",true
545,"CrossFit founder Greg Glassman was criticised for a tweet where he equated the death of George Floyd to the COVID-19 pandemic.
CHANNELNEWSASIA.COM
CrossFit founder steps down as CEO after criticism over Floyd tweet",true
546,"In sentencing, the judge said a strong signal was needed to deter those who negate the collective efforts of the law-abiding majority during the circuit breaker.
CHANNELNEWSASIA.COM
Woman fined for letting customer into her salon for massage and masturbation during COVID-19 circuit breaker",true
547,"CNA Lifestyle: Hey 孫燕姿 Sun Yanzi fans, nostalgia’s calling and it sounds good.
CNALIFESTYLE.CHANNELNEWSASIA.COM
Stefanie Sun holds surprise concert online to celebrate 20th anniversary",true
548,"Tables at the Koufu food court in Thomson Plaza will soon be outfitted with acrylic shields.
CHANNELNEWSASIA.COM
COVID-19: Koufu to test 'table shields' for safe dining at Thomson Plaza food court",true
549,"The prosecution ""owes a duty to the court and the public to ensure that only the guilty are convicted"", the judges said.
CHANNELNEWSASIA.COM
Doctor originally accused of rape is acquitted of all charges after Court of Appeal overturns convictions",true
550,"Russian officials have pointed to the country’s low mortality rate as evidence that it is safe to ease lockdowns.
CHANNELNEWSASIA.COM
Moscow emerges from COVID-19 lockdown as WHO warns of 'worsening' global crisis",true
551,"Hundreds of Hong Kong protesters took to the streets last night, with police firing tear gas to disperse crowds.
CHANNELNEWSASIA.COM
Hong Kong police arrest 53 during fresh protests",true
552,"The hackers gained access to personal information such as birth dates and email addresses, Nintendo says.
CHANNELNEWSASIA.COM
Nintendo says 300,000 accounts breached after hack",true
553,"A new TraceTogether token will be issued soon, but using it hasn't been made mandatory yet. Will you carry it around? Tell us why or why not for this week's Heart of the Matter podcast.
CHANNELNEWSASIA.COM
COVID-19 contact tracing ‘absolutely essential’; wearable TraceTogether tokens to be rolled out in June",true
