,text,target
99,"Wishing the UOW Men’s Football Team the very best of luck as they head to China to compete in the International University Sports Federation Football World Cup. ⚽🍀
With former Socceroo Luke Wilkshire as head coach, the team has been training hard to compete against 15 other unis from Europe, Asia, South America and Africa. Good luck, guys!",true
100,"UOW has earned accreditation from the Association to Advance Collegiate Schools of Business International, a prestigious accreditation that's been awarded to only the top five per cent of the world’s business schools.🏅 https://uow.to/32Pzv4C
""I’m immensely proud of this achievement, which demonstrates our credentials and our drive to shape the next generation of business leaders who will make their mark on the world,"" said UOW Vice-Chancellor Professor Paul Wellings CBE.",true
101,"""Wouldn’t it be great if you’ve been told ‘OK, you’re early stage dementia, here’s your medicine, but also be sure to include a variety of purple, blue and red foods’..."" 🍓
STAND.UOW.EDU.AU
How purple foods reduce cognitive decline and improve brain health",true
102,"As a proud tourism partner for Wollongong, we’re excited to share that 'Wollongong Press Play' is the new destination brand for our amazing region. 🌊🌞🍃
With a stunning collection of world-class beaches, playful adventures, eats, arts and iconic attractions, 'Wollongong Press Play' represents our region's energy, vibrance and optimism. https://www.visitwollongong.com.au/",true
103,"""I’ve been diagnosed five times with three different types of cancers since I was 15, which is enough to either completely destroy you or transform you.""
Congratulations to Jessica Olson, who celebrated her graduation this week with a Bachelor of Journalism - Bachelor of Communications and Media after an ongoing battle with cancer. 👏 🎓 💪 https://uow.to/36H2Ami",true
104,"""Learn about your culture and your heritage. Be bi-culturally competent. Travel the world and learn about other Indigenous people’s plights. Get an education and value it like gold.""
In 1991, Aunty Gail Wallace became the first Aboriginal woman to study a Bachelor of Laws at UOW. Almost 30 years later, Aunty Gail was today bestowed an Honorary Doctorate from UOW in recognition of her decades of service to her community and for her advocacy on social justice. 🎓 🎓 🎓 https://uow.to/2qlHmtj",true
105,"How do we treat illness without drugs? 💊
In episode 4 of our podcast, UOW researchers explore how to listen to never-before-heard communication between vital organs to help fight against disease.
Curing disease without drugs
How do we treat illness without drugs? Researchers are working on a revolutionary fibre that will allow us to listen to never-before-heard conversations between our vital organs. Featured experts:Distinguished Professor Gordon Wallace, Director of the Intelligent Polymer Research Institute (IPRI), U...",true
106,"Growing a new human is truly an endurance effort.🤰 But exactly how does pregnancy impact the body? What complications can arise? And what are the repercussions? 🤔
STAND.UOW.EDU.AU
How pregnancy impacts a woman’s body",true
107,"""Our oceans are essential to life on earth so we need to be creative and innovative, and find a way to have an impact.""
Congratulations to UOW PhD student Freya Croft, one of only 10 researchers in the world to receive the prestigious Blue Charter Fellowship to tackle plastic waste in the fishing industry. 👏🌊👏🌊👏
UOW.EDU.AU
UOW PhD student awarded global fellowship to tackle plastic waste in fishing industry",true
108,"""The world is not rainbows and unicorns. I think my positive attitude to lifelong learning came from my upbringing, and seeing the world around me wasn’t a bed of roses. I wanted to know why?"" 🤔
Associate Professor Jioji Ravulo has made his mark in South Western Sydney, where he has helped countless youth to push through the dark and find the light.
STAND.UOW.EDU.AU
How Associate Professor Jioji Ravulo finds sunshine among the clouds",true
109,"How do we teach preschool children to self-regulate? 👪
In the latest episode of our new podcast, UOW experts discuss how this skill is essential for a good life.
The serious business of child's play
How do we teach the fundamental skill of self-regulation, something even adults struggle with - to preschool aged children in order to set them up for life?Featured experts:Professor Marc de Rosnay , Academic Director of Early Start, Faculty of Social Sciences, UOWAssociate Professor Steven Howard,...",true
110,"It's Global Climate Change Week, so take a moment to discover how UOW students and researchers are helping solve the problems facing our planet. 🌏
STAND.UOW.EDU.AU
Global Climate Change Week - 14-20 October 2019",true
111,Keep your eyes peeled while walking around our Wollongong campus. 👀 You never know what you might see! 🦔,true
112,"What provokes anxiety from a young age? What signs should you watch for? And do over-protective parents do kids a disservice? 🤔
STAND.UOW.EDU.AU
Why are our kids so anxious?",true
113,"How can one of our most widely available natural resources - salt - be used to make batteries and help combat climate change? 🌏
Listen to episode 2 of UOW’s podcast 'Can You Tell Me How?' to find out.
Salt and the energy storage revolution
How can one of our most widely available natural resources - salt, be used to make batteries and help combat climate change?Featured experts:Dr Yunxiao Wang, Research Fellow, Institute for Superconducting & Electronic Materials (ISEM)Dr Jonathan Knott, Research Fellow, Institute for Superconducting...",true
114,"No superannuation. A lack of affordable housing. Health issues. These are the circumstances facing a growing number of single women aged over 65. So, where's the turning point?
STAND.UOW.EDU.AU
What it means to be an older, single woman in Australia",true
115,Those mid-session break feels! 🙌🎉 Hope all our students enjoy some well-earned downtime.,true
116,"How are children's lives changing as technology is evolving?
Professor Sue Bennett, head of UOW’s School of Education, will find answers to that question and many more as she takes on the role of Deputy Director of the new ARC Centre of Excellence for the Digital Child.
Combining expertise from six Australian universities, including UOW, and 33 academic and industry partner organisations from around the world, the Centre will host world-first research that aims to understand the impact of digital technology on Australian children.
UOW.EDU.AU
New research centre to study technology’s impact on children",true
117,"How can we use some of the world's most powerful microscopes to beat superbugs and cure cancer? 🤔
Listen to UOW’s podcast 'Can You Tell Me How?' Over six episodes we'll explore some of the world’s biggest issues and hear how UOW researchers are working on ground-breaking ways to solve them.
Seeing is believing
How can we use some of the world's most powerful microscopes and brightest minds, to develop new ways to detect and attack diseases like cancer, Alzheimer’s and motor neurone disease?Featured experts:Distinguished Professor Antoine van Oijen, Director of the Centre for Molecular and Life Sciences,...",true
118,Did you know what is Transnational Education? What does it really mean? Click here to read about it - https://www.simge.edu.sg/news/transnational-education-what-is-it-and-how-does-it-benefit-you/ #OurSIMGE,true
119,"🦸🏻‍♂️ Not all heroes wear capes; some are fully decked in protective gear as they work tirelessly to keep Singapore safe. Kenneth Chia, SIM-The University of Sydney alumnus, shares his experience as a staff nurse at Changi General Hospital during this pandemic: https://bit.ly/Frontlinehero-Kenneth
#OurSIMGE
SIMGE.EDU.SG
Heroes Of The Frontline: ‘Tough Times Don’t Last’",true
120,"In this uncertain and volatile situation surrounding the pandemic, students who wish to study overseas might want to consider other options in Singapore.
Read more at https://www.todayonline.com/singapore/students-spore-defer-cancel-plans-study-abroad-due-fears-uncertainties-over-covid-19
As the leading private education institution in Singapore, we offer more than 80 academic programmes ranging from its own diploma and graduate diploma courses to Bachelor’s and Master’s programmes with top ranking and reputable universities from Australia, Europe, the United Kingdom and the United States. #OurSIMGE
TODAYONLINE.COM
Students in S’pore defer, cancel plans to study abroad due to fears, uncertainties over Covid-19",true
121,,true
122,"THU, 25 JUN AT 19:00 UTC+08
SIM Online Masterclass | Flourish, Survive or Disappear",true
123,"THU, 18 JUN AT 19:00 UTC+08
SIM Online Masterclass | How Tech Re-frames Banking & Finance",true
124,"THU, 11 JUN AT 18:30 UTC+08
SIM Online Masterclass | Disaster Recovery Responses",true
125,"If you're keen in programmes offered by University of Stirling and University of London, register for our upcoming webinars in June to find out more about them! Register here: https://bit.ly/programme-briefing
#OurSIMGE",true
126,"Find out what drives three of our very own fearsome female fighters to success in this Elevate exclusive! Read their stories here: https://bit.ly/SIM-Female-Fighters
#OurSIMGE
SIMGE.EDU.SG
SIM's Female Fighters: Life Lessons From Martial Arts - SIM GE Website",true
127,"https://www.simge.edu.sg/news/sim-launches-covid-19-support-fund-and-resilience-package-to-help-students-and-graduates/
SIMGE.EDU.SG
SIM Launches COVID-19 Support Fund and Resilience Package to Help Students and Graduates - SIM GE Website",true
128,"Thank you for watching our SIM for Hope - FB Live and we hope you enjoy their performances. If you wish to donate to the Invictus Fund, scan the QR code below or click on the link - bit.ly/simforhope",true
129,SIM for Hope!,true
130,We are starting at 12pm today! Support us and see you soon!,true
131,"Gain new perspectives to take on forthcoming challenges and opportunities with our Online Masterclass Series.
Join our speakers, every Thursday at 7pm as they cover topics on Machine Learning, Business Value Creation, Fintech & more!
Register now: https://events.miceneurol.com/sim-online-masterclass/sg.",true
132,1 Day more to SIM for Hope. Support and watch our live show as we will be donating $5 for every view. See you online tomorrow!,true
133,"SIM alumni, Renette Lee pursued the Bachelor of Arts (Sociology) degree programme under the University at Buffalo (SUNY).
Complementing her studies with enriching activities, Renette gives us a glimpse of her fulfilling student life fuelled with planning events, participating in CCAs, taking up various internships and the opportunity to expand her cultural knowledge through an overseas studies trip.
At SIM, we take pride in sharpening our students’ hard and soft skills. Learn more about the vibrant student life in SIM.
Take part in the Live Chat with our SIM-UB students and alumni at UB Online Open Day this coming 30 May 2020.
Register Now at https://events.miceneurol.com/sim-ubopenday-2020/online/Site/Register?utm_source=FB&utm_medium=Video&utm_campaign=UB_Open_day&utm_content=SIM-UB_Student_Life.
#OurSIMGE #ubuffalo #students #alumni #livechat #campuslife #ubopenday
https://www.youtube.com/watch?v=fRJx_yS7qYY
YOUTUBE.COM
SIM Alumni Sharing (Renette)",true
134,"The Government has announced that with the end of the circuit breaker period, Singapore will be entering the phase of safe opening in a calibrated manner from 2 June 2020.
Institutes of higher learning (IHLs) will continue to have lectures and tutorials online with only a limited number of students allowed to return to campus for practical and lab-based sessions. We have no practical or lab-based classes in June.
Both the SIM campuses at Clementi Road and Namly Avenue will remain closed, and online learning will continue till further instructions from the authorities.
Refer to http://www.sim.edu.sg/pages/updates-covid-19.aspx for more updates
SIM.EDU.SG
COVID-19 Updates – Singapore Institute of Management (SIM)",true
135,"UNCONVENTIONAL, PASSIONATE & INTENSE
Those are the attributes displayed by our instructor, Dr Samuel Wong, who teaches music at the SIM-University at Buffalo!
---
Dr Samuel loves the flexibility and autonomy in University's programmes and its structure. Its programme features very much like a liberal arts one. Students have a wide range of teaching styles and modules to choose from. This diversity enriches their learning experience and makes varsity life more fun!
---
When asked what is the traits of a typical UB student: ""They are confident, outspoken, opinionated and street smart.""
---
Dr Samuel Wong is #OurSIMGE #faculty.
Learn more about UB programs and curriculum at UB Online Open Day this coming 30 May 2020.
Register Now at https://events.miceneurol.com/sim-ubopenday-2020/online/Site/Register?utm_source=FB%2FIG&utm_medium=Static&utm_campaign=UB_Open_day&utm_content=Feature_UB_faculty
#OurSIMGE #ubuffalo #programmes #curriculum #ubopenday",true
136,"SAT, 23 MAY
Sim新加坡管理學院網上資訊科技日",true
137,,true
138,"FRI, 29 MAY
SIM for Hope Charity Show",true
139,"Did you know that SIM-University of London has just launched a suite of undergraduate Computer Science programmes? If you’re aspiring to have a career in the industry, learn more about the programmes at the webinar session on 18 May, Mon.
Log onto: https://www.simge.edu.sg/news-and-events/
#OurSIMGE",true
140,"Ever thought of gaining an American broad-based education in Singapore?
Hear from SIM-UB Assistant Resident Director, Ms Katie and SIM-UB Resident Director, Dr Kevin as they share the unique features of an American Education by University at Buffalo.
Live chat with our academic advisor to find out your course eligibility at UB Online Open Day this coming 30 May 2020.
Register Now at https://events.miceneurol.com/sim-ubopenday-2020/online/Site/Register?utm_source=FB&utm_medium=Video&utm_campaign=UB_Open_day&utm_content=The_unique_features_of_SIM-UB_experience.
#OurSIMGE #ubuffalo #programmes #admission #consultation #ubopenday
YOUTUBE.COM
The unique features of an American Education by University at Buffalo (SUNY)",true
141,"SAT, 16 MAY
Regional Online Open House (Hong Kong)",true
142,"With lots of time on our hands during this home-based learning period, here are three ways to make the most out of it! Read more on Elevate digital magazine: https://bit.ly/home-based-learning
#OurSIMGE
SIMGE.EDU.SG
Home-Based Learning: An Opportunity To Enhance Your Skills - SIM GE Website",true
143,"We are now in the extended Circuit Breaker period in Singapore.
As Singapore extends its circuit breaker, it is heartening to see many companies stepping up in their communication during this unprecendented times. The COVID-19 pandemic has undoubtedly caused disruption to how companies function. As we prepares to fight through the health pandemic by tightening or implementing more circuit breaker measures such as working from home, closing non-essential services and social distancing, innovative Communication methods has inevitably become important for companies.
Join our SIM-UB Faculty for a panel discussion on effective communication during COVID-19 at UB Online Open Day this coming 30 May 2020.
Register Now at https://events.miceneurol.com/sim-ubopenday-2020/online/Site/Register?utm_source=FB&utm_medium=Online&utm_campaign=UB_Open_day&utm_content=Public_broadcast-panel_discussion.
#OurSIMGE #ubuffalo #panel #discussion #covid19 #ubopenday",true
144,"Future-proof yourself by pursuing your education. Learn more about our programmes offered by University of London and University of Stirling. Sign up for the webinars happening on 9 and 14 May.
Log on here to save your virtual seat: https://www.simge.edu.sg/news-and-events/
See you online! #OurSIMGE",true
145,"SAT, 30 MAY
UB Online Open Day",true
146,"SAT, 23 MAY
SIM Online IT-Day",true
147,"It has been 3 weeks of Circuit Breaker, but most of our students started having online lessons even before the CB.
Wonder how has it been for our students?
------------------------------------------------------>>
We got in touch with our actor and actresses from the 'Making SIM Safe for You' (https://youtu.be/c87rZpS2twQ). Here's what they say....
..
ANISSA
“Allocate time for work and time to do other things, so you can have a balanced and productive day.""
..
CHERYL
""HIDE YOUR PHONE to prevent distractions!""
..
KYAN
""Create a dedicated study area to make sure your surrounding are conducive for studying.""
..
NATALIE
""I exercise at home by doing what I personally think are enjoyable activities, such as low intensity barre workouts (or a private solo dance party HAHA).""
.......
WOAHHHH! That's quite useful tips.
Follow us at https://www.instagram.com/simglobaledge/ and read more on the tips Anissa, Cheryl, Kyan and Natalie shared.
We miss #OurSIMGE.
#simcares #simunited #stayhomeforSG #homebasedlearning #elearning #stayhometips #university",true
148,"Quiz Mode? Or Regular Room Mode? Please select wisely.
Click on to find out what our Escape Room has in store for #oursimge students.
Disclaimer: This video was shot in 2019, before the COVID-19 situation happened.
YOUTUBE.COM
[4K] Escape Room - SIM Style",true
149,"Mark your calendar and join our webinars to learn more about our programmes!
For the latest schedule, log onto: https://www.simge.edu.sg/news-and-events/
#OurSIMGE",true
150,"The applications for these programmes are closing soon!
To find out about your course eligibility, book a personal online consultation with our programme specialists: https://events.miceneurol.com/sim-consultations/online/Site/Register
#OurSIMGE",true
151,"SIM Global Education, Singapore Institute of Management added a new photo.
18 April at 10:29 ·
In this age of technology, nothing is impossible! !
SIM had our first virtual induction on 17 April for the SIM-UOL BSc Computer Science and BSc Computer Science (Machine Learning and AI) new intake. Helmed by our Student Life team, we even conducted a “virtual campus tour” using our online resources.
If you’re one of them who attended the virtual induction, give us a shout-out in the comments below!
—————-
Online classes for the intake starts on 20 April.",true
152,"MESSENGER
SIM Global Education, Singapore Institute of Management updated their information in their About section.",true
153,"The Singapore Government announced on 3 April 2020 that all schools, including Institutes of Higher Learning (IHLs), will close and move to full home-based learning from 8 April to 4 May 2020.
In line with this measure, both our campuses at Clementi Road and Namly Avenue has been closed since and will continue to be closed until Monday, 4 May 2020. Students and staff will not be allowed entry into campus during this Circuit Breaker period.
You may continue getting in touch with us via our online channels.
Hope everyone is doing their part by staying home as far as possible and taking good care of yourselves! This shall pass too. #SGUnited #simunited #oursimge #stayhomeforSG 🇸🇬",true
154,"Kickstart your SIM Journey by applying for our programmes before the closing dates!
To find out about your course eligibility, book a personal online consultation with our programme specialists: https://events.miceneurol.com/sim-consultations/online/Site/Register
#OurSIMGE",true
155,"The final week of SIM LIVE: Ask SIM a Question series! AND we’re going regional this week! Don’t forget to follow us on Instagram @simglobaledge.
--------------------------------------------------
We’re stopping by #Indonesia today, 13 April and saying HELLO to #India on 17 April.
--------------------------------------------------
Looking forward to receiving your questions on #SIMLIVE #ask #SIM a question.
Get to know #OurSIMGE.",true
156,Coming to you live on your screens so that you can learn more about our programmes from the comfort of your own home! Log onto https://www.simge.edu.sg/news-and-events/ for weekly webinar sessions by our University Partners. See you there! #OurSIMGE,true
157,,true
158,"SIM LIVE week 3 is still on! Follow us on Instagram @simglobaledge!
--------------------------------------------------
We’re having 3 consecutive days of sessions!
================================
Been active in sports, arts or other clubs back in your poly/JC/high schools? That doesn’t need to stop when you join SIM. Check out what we have in store for you during the Student Life edition on Tue.
-------------
On Wed, we will be saying Hello Malaysia to our audience across the Causeway - Apa khabar! Prepare your questions and post your concerns to us. In Bahasa Malaysia.
-------------
We’ll close the week with a Careers Edition which will give you a heads-up on the programmes we have to prepare you for the working world - right from day one.
-------------
Looking forward to hear your questions! #SIMLIVE #ask #SIM a question",true
159,"SIM Appoints Provost, Prof Wei Kwok Kee, to lead its Global Education
SIM.EDU.SG
SIM Appoints Provost to lead its Global Education: Professor Wei Kwok Kee’s rich experience will strengthen its position as best private education institution   – Singapore Institute of Management (SIM)",true
160,"Each of us play an important role in this fight against COVID-19. So remember to stay away from crowded areas and keep your distances, stay home if it is not necessary to go out and wash your hands regularly with soap and water.
Together, we will get through this as one SIM, one community. #simunited #simcares #OurSIMGE",true
161,"Want to know more about VUCAH world, click on the link to find out how to sign up for the Zoom session
SIM Professional Development
31 March at 18:50 ·
*Volatile, Uncertain, Complex, Ambiguous, Hyperconnected. The world today is all these and more with the digital disruptions that we are experiencing daily.
As business owners or leaders, it is more critical than ever to identify these disruptions and learn how to develop a new Value Proposition to harness and maximise opportunities. SIM PD's latest programme let you gain an insight into leading technologies such as Robotics, AI, AR/VR and Blockchain and learn how to develop a theory of the future for your business.
Powered by Zoom and conducted by Professor Virginia Cha, a seasoned educator of Innovation & Entrepreneurship in Singapore, this exclusive hands-on workshop 'Exponential Thinking and the VUCAH* World' is conducted online via Zoom. Click here for more information: http://ow.ly/5D3V50z0Ig2
#zoom #onlineclass #blockchain #robotics #AI #artificialintelligence #AR #VR #technology #technologies #Singapore #Singaporejobs",true
162,"In the current COVID-19 situation, SIM is very heartened to receive a kind donation of masks from a parent for our students' usage. Thank you. We appreciate it.
#simcares #simunited #OurSIMGE",true
163,"Keeping SIM Safe for You has been an utmost priority, especially during this COVID-19 situation.
While our classes have moved online and most of our staff are working-from-home, our campus remains open for students and visitors who need to access some of our services here. Rest assured that we still keep measures in place to ensure our campus remains safe for everyone.
Visit www.simge.edu.sg for the latest updates.
#simcares #simunited #oursimge
YOUTUBE.COM
SIM Originals: Making SIM Safe for YOU",true
164,"SIM LIVE is back for week 2!
We’re kicking off the week with a special episode for our Myanmar audience. So catch us at 3.30pm.
Mid-week, we’ll be answering questions on the programmes by our Australian partners.
We’ll then wrap-up the week with a session for programmes by our US partner, University at Buffalo as well as for those who are interested in our SIM Diploma programmes.
Hop over to Instagram and follow us @simglobaledge.",true
165,"Still undecided on which programme is suitable? What do our students do beyond the classroom? Frame your questions and pose them during our dedicated SIM LIVE sessions.
Look out for more details for our 1st session. Hop over to our instagram and follow us @simglobaledge.",true
166,,true
167,"SIM friends, let's come together and keep Singapore safe! Download the TraceTogether app today! #OurSIMGE #SIMUnited
GovTech (Government Technology Agency of Singapore)
21 March at 16:28 ·
Download TraceTogether, a community-driven contact-tracing app that uses Bluetooth signals to estimate the proximity between users without tracking your personal or geolocation data. The more people who use the app, the safer we'll be. Let's come together and keep Singapore safe!
Find FAQs and answers on the app here: go.gov.sg/tracetogetherfaqs
#SGUnited #TraceTogether #TechforPublicGood",true
168,,true
169,"In response to growing concerns around Covid-19, we’re taking our programme briefings and consultations online. Learn more about our programmes by logging onto our website weekly for the latest webinar schedules: https://www.simge.edu.sg/news-and-events/
#OurSIMGE",true
170,"If you require more information, email us at receptions@sim.edu.sg",true
171,Read the full message - https://www.simge.edu.sg/online-learning-in-view-of-covid-19/,true
172,,true
173,"Today is the final day of our SIM Online Open House. If you are attending our Live Webinar session, do remember to download Zoom app. If you want to join the webinar click here to register - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register. You will receive an email with the link. Here is the list of the respective sessions! See you online #OurSIMGE #GlobalHero",true
174,This is the first time that we are having our Online Open House. Here are the four things to expect during the two days. #OurSIMGE #Globalhero,true
175,"Tomorrow, we will be having our first ever Online Open House #OurSIMGE #GlobalHero",true
176,"Do you have burning questions to ask Celia and June from our Local Engagement team with regards to programmes or application information? Both of them will be appearing in our IG Live on 6 and 7 Mar, 3.30pm. To access our IG account type - instagram.simge.edu.sg. See you there!",true
177,"What are the tips after graduation? Both June and Celia can share more. If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar…/…/Register #OurSIMGE #GlobalHero",true
178,2 more days to our first ever Online Open House #OurSIMGE #GlobalHero,true
179,"Stuck between two career paths, Daston signed up for Project Protégé, a four-month mentorship programme, hoping to solidify his career choice. This is where he met his mentor, Nina Sanusi, a certified International Coaching Federation transformative coach at Klavis Advisory.
As they progressed, not only did Daston gained clarity but Nina picked up some truly humbling life lessons as well. They tell us about their valuable experiences here: http://bit.ly/Elevate-Mentoring
SIMGE.EDU.SG
Mentoring: A Two-Way Street To Success - SIM GE Website",true
180,Counting down to our first ever Online Open House #OurSIMGE #GlobalHero,true
181,"Would we be learning from our university lecturer in SIM? If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
182,"Another commonly asked question would be is there any chance for me to do a semester at the Home Campus of my university? If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
183,"If university rejects your application, what can you do? If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
184,"If you’re caught at the crossroads of choosing between an overseas education or studying in Singapore, click here to find out why SIM may be an ideal choice for you: http://bit.ly/Elevate-SIM
Chat with our programme specialists at our Online Open House on 6 & 7 March to explore a diverse range of programmes: https://www.simge.edu.sg/openhouse
#OurSIMGE
SIMGE.EDU.SG
Singapore Or Overseas? Why Studying In SIM May Be Ideal For You - SIM GE Website",true
185,"Awhile ago, we showed you how lit some of our students are. You’ve voted your favourites and here are the winners who are on fleek.
Congratulations Ann and Junior!!! As for the lucky voter who will be walking away with a gift card from JD sports, we will contact you privately.
Thank you all for participating!
#OurSIMGE",true
186,"Does SIM works with company to offer internship to students? If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
187,"Altruistic and passionate – these two words sum up Desiree Soh, an SIM-University at Buffalo, SUNY (UB) alumna who at present, champions women’s causes as a senior executive at AWARE.
How did the UB Sociology programme led her to her role today? Click to read: http://bit.ly/desiree-soh
#OurSIMGE #SIM-UBGraduate #GlobalHero",true
188,"Most applicants are anxious to know about their application outcome. June from our local engagement will be able to share more. If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
189,"Scholarship is one of the top commonly asked question. If you have more burning questions, do sign up for our SIM Online Open House and chat with our programme specialists in real time - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register #OurSIMGE #GlobalHero",true
190,"“A mentor is someone who sees more talent and ability within you, than you see in yourself, and helps bring it out of you.” - Bob Proctor. Today, we kick start the 9th season of Project Protégé - mentorship programme by our Alumni Engagement team!",true
191,"Exploring your options after Poly or ‘A’s? Join our webinar session on 26 Feb, Wednesday, to get an overview about our University Partners and degree options to match your learning preferences!
Register here: http://bit.ly/39M3A9h",true
192,"We get our local engagement colleagues, June and Celia, to answer the most commonly asked questions by students and prospectives. Stay tune to find out more #OurSIMGE #GlobalHero",true
193,,true
194,"In light of the Covid-19 situation in Singapore, we are going online with our SIM Open House! In two weeks time, you will be able to chat with our programme specialists and explore a diverse range of programmes offered by top-ranked international universities. #OurSIMGE #GlobalHero Register here - https://events.miceneurol.com/sim-open-house-mar20/online/Site/Register",true
195,"The decision to study abroad isn’t always an easy choice to make. It can be daunting dealing with homesickness as you adjust to a new environment. How did Gerialdi Salim, SIM-University at Buffalo, SUNY student overcome it? Click here for his tips: https://www.simge.edu.sg/elevate/survival-guide-key-tips-to-thriving-as-an-exchange-student/
#OurSIMGE
SIMGE.EDU.SG
Survival Guide: Key Tips To Thriving As An Exchange Student - SIM GE Website",true
196,"SAT, 7 MAR
SIM Online Open House 2020",true
197,"IT'S VOTING TIME! Peep the 🔥🔥🔥 outfits of our participants! Like your favorite photo, follow us on Facebook and Instagram and you may stand to win JD shopping vouchers too!
Students (1 female and 1 male) with the highest number of votes wins! Voting period starts from 14 to 24 February. Winners will be announced on 25 February.
#OurSIMGE",true
198,,true
199,"Mark your calendars to find out more about our undergraduate programmes offered by University of Birmingham, University of London and University of Stirling!
12 Feb, Wed:
- University of Birmingham Programme Webinar
- University of London Economics, Management, Finance and Social Sciences Programme Briefing
- University of Stirling Undergraduate Programme Consultation
13 Feb, Thurs:
- University of Birmingham BSc (Hons) Accounting & Finance Programme Consultation
Register here: http://bit.ly/39mOoiH
Get in touch with our programme consultants: https://simrec.page.link/Support
#OurSIMGE",true
200,"Our Alumni from our Masters Programme shared with us their learning experience in SIM and most importantly why they chose to embark on this journey.
If you are keen to explore our masters programmes, feel free to check out the programmes in our website or fill up the enquiry form - https://simrec.page.link/Support
https://youtu.be/hqW8CHGlOWc
YOUTUBE.COM
SIM Originals: Regional Series: Hear From The Masters",true
201,"SIM began conducting temperature screening at its Clementi Road campus and the SIM Management House today. This measure is in response to the Ministry of Health’s (MOH) move to step up its risk assessment from DORSCON Yellow to DORSCON Orange.
All private educational institutions are expected to undertake similar measures with immediate effect to help protect their students and staff, and ensure a co-ordinated effort on everyone’s part to help mitigate further spread of the virus. #OurSIMGE #IamOk",true
202,"The latest research conducted by LinkedIn found that creativity is the most in-demand soft skill companies need in 2020. Hence over at SIM-RMIT, Creativity is embedded in modules taught in Prof Comms and Comms Design programmes. If you are keen to find out more, feel free to fill up here - https://bit.ly/3bbKdbg
https://bdaily.co.uk/articles/2020/01/23/latest-research-finds-creativity-is-the-most-in-demand-soft-skill-for-2020?fbclid=IwAR01LNMZ7hIVRWHH5jI_rsyqHT7xdsIKypC3byh2LomJujMj4XySkobCL0E
BDAILY.CO.UK
Latest research finds creativity is the most in-demand soft skill for 2020",true
203,SIM heightened our precautionary measures by increasing the frequency of cleaning areas with high contact points within our campus to ensure the safety of our community. #OurSIMGE #thankyouunsunghero,true
204,"Did you know most of the convenience we experience today like booking a Grab or finding nearby places to eat are powered by geospatial information (GIS)? In a bid to move towards a smarter nation, GIS is brought into schools in Singapore to grow a nation of young spatial thinkers: http://bit.ly/2OotDLy
Check out the BSc Geographic Information Science programme offered by SIM-University at Buffalo, SUNY: http://bit.ly/2UmbO3r
Speak to our education consultants to learn more: https://simrec.page.link/Support
#OurSIMGE
ESRI.COM
Singapore Is Building a Nation of Young Spatial Thinkers",true
205,"We are having our Journeying Beyond O's this coming Saturday. If you are unsure of your choice of programmes, drop by SIM HQ to hear our students and alumni sharing their experience. Check out our IG filters to find out your choice of course too (for fun) - https://bit.ly/2RPJJzW and remember to tag us #OurSIMGE",true
206,"A great education not only empowers you with the relevant knowledge to excel but it also open doors to opportunities. SIM GE students, Yadanar Kyaw and Terence Yew shares how a University of London qualification is unparalleled: https://youtu.be/2rhfP9YhAEI
Interact with our SIM-UOL students at the upcoming Education Fair on 15 Feb (Sat) at Suntec Convention Centre. For more info, click here: http://bit.ly/37TMNjV
#OurSIMGE
YOUTUBE.COM
SIM-UOL students experience sharing",true
207,"Get rewarded for your #OOTD shot. The best dressed street wear stand to win $100 JD Gift Card. Follow us on Facebook and Instagram and submit a photo of yourself in SIM campus via Facebook message. Give us your Name, Student ID and tell us which corresponding institution you are from. 6 best dressed students will be revealed on 14 February on Facebook. Students (1 female and 1 male) with the highest number of votes wins! Voting period starts from 14 to 24 February. Winners will be announced on 25 February.
TERMS AND CONDITIONS: Photo must be taken at the SIM campus. Student ID, name, and corresponding institution has to be indicated with each entry. Participant must also follow SIM GE’s Facebook and Instagram accounts. Failure to comply will result in your entry being disqualified. SIM GE reserves the right to nominate the best dressed street wear from all entries received.",true
208,We strongly advise all SIM students to clarify with SIM directly when encountered with such news instead of spreading fake news on social media and causing undue alarm.,true
209,"SAT, 8 FEB
Journeying Beyond 'O's",true
